0.30,0.48;
0;(([7], [1]), ([7], [1]));1;84;0.4135991930961609;0.6981685161590576
1;(([7], [1]), ([7], [1]));2;80;0.3741592466831207;0.6746400594711304
2;(([7], [1]), ([7], [1]));4;76;0.37426191568374634;0.6544275283813477
3;(([7], [2]), ([7], [2]));1;28;0.4094180464744568;0.7305488586425781
4;(([7], [2]), ([7], [2]));2;76;0.34429600834846497;0.6000432968139648
5;(([7], [2]), ([7], [2]));4;80;0.36661088466644287;0.6737688779830933
6;(([7], [3]), ([7], [3]));1;56;0.3996897339820862;0.6940736770629883
7;(([7], [3]), ([7], [3]));2;100;0.46266523003578186;0.8319863677024841
8;(([7], [3]), ([7], [3]));4;80;0.43857812881469727;0.8061221837997437
9;(([32], [1]), ([32], [1]));1;96;0.43150150775909424;0.7302696108818054
10;(([32], [1]), ([32], [1]));2;100;0.487057089805603;0.9386204481124878
11;(([32], [1]), ([32], [1]));4;80;0.44947564601898193;0.8183053731918335
12;(([32], [2]), ([32], [2]));1;44;0.3676993250846863;0.6445751190185547
13;(([32], [2]), ([32], [2]));2;60;0.3946871757507324;0.7361027002334595
14;(([32], [2]), ([32], [2]));4;80;0.4924694895744324;0.8493809700012207
15;(([32], [3]), ([32], [3]));1;68;0.5584465265274048;1.0032236576080322
16;(([32], [3]), ([32], [3]));2;68;0.3758084177970886;0.6792203783988953
17;(([32], [3]), ([32], [3]));4;92;0.4528936743736267;0.8589951992034912
18;(([7, 15], [1, 2]), ([7, 15], [1, 2]));1;68;0.3929421305656433;0.7172160148620605
19;(([7, 15], [1, 2]), ([7, 15], [1, 2]));2;88;0.39727985858917236;0.706153392791748
20;(([7, 15], [1, 2]), ([7, 15], [1, 2]));4;20;0.3307664096355438;0.5770075917243958
21;(([7, 15], [2, 1]), ([7, 15], [2, 1]));1;56;0.393099308013916;0.7185788154602051
22;(([7, 15], [2, 1]), ([7, 15], [2, 1]));2;88;0.43751800060272217;0.7343677282333374
23;(([7, 15], [2, 1]), ([7, 15], [2, 1]));4;96;0.3714424967765808;0.6919317245483398
24;(([7, 15], [2, 2]), ([7, 15], [2, 2]));1;44;0.41394340991973877;0.7310012578964233
25;(([7, 15], [2, 2]), ([7, 15], [2, 2]));2;100;0.3911983072757721;0.681412935256958
26;(([7, 15], [2, 2]), ([7, 15], [2, 2]));4;32;0.39560365676879883;0.7057912349700928
27;(([15, 32], [1, 2]), ([15, 32], [1, 2]));1;60;0.44572609663009644;0.7453485727310181
