0.44,0.79;
0;(([7], [1]), ([7], [1]));1;60;0.5382956862449646;0.9833752512931824
1;(([7], [1]), ([7], [1]));2;92;0.6432852149009705;1.1778199672698975
2;(([7], [1]), ([7], [1]));4;56;0.5791450142860413;1.036283254623413
3;(([7], [2]), ([7], [2]));1;88;0.5136059522628784;0.9130566120147705
4;(([7], [2]), ([7], [2]));2;60;0.5481888651847839;0.9638487696647644
5;(([7], [2]), ([7], [2]));4;32;0.6484442949295044;1.2120327949523926
6;(([7], [3]), ([7], [3]));1;100;0.5060595273971558;0.9353057146072388
7;(([7], [3]), ([7], [3]));2;100;0.5941753387451172;1.124428629875183
8;(([7], [3]), ([7], [3]));4;88;0.5007376074790955;0.9138259291648865
9;(([32], [1]), ([32], [1]));1;84;0.5172367095947266;0.9500060677528381
10;(([32], [1]), ([32], [1]));2;56;0.6950291395187378;1.4394631385803223
11;(([32], [1]), ([32], [1]));4;52;0.765995979309082;1.5376008749008179
12;(([32], [2]), ([32], [2]));1;96;0.6300016045570374;1.1041830778121948
13;(([32], [2]), ([32], [2]));2;92;0.7037584781646729;1.375372290611267
14;(([32], [2]), ([32], [2]));4;96;0.7507249116897583;1.5465024709701538
15;(([32], [3]), ([32], [3]));1;56;0.49780207872390747;0.9528147578239441
16;(([32], [3]), ([32], [3]));2;100;0.7496306896209717;1.3775519132614136
17;(([32], [3]), ([32], [3]));4;76;0.7928269505500793;1.618517518043518
18;(([7, 15], [1, 2]), ([7, 15], [1, 2]));1;40;0.6078851819038391;1.0997035503387451
19;(([7, 15], [1, 2]), ([7, 15], [1, 2]));2;84;0.5461438894271851;1.017878770828247
20;(([7, 15], [1, 2]), ([7, 15], [1, 2]));4;100;0.8179380893707275;1.6564996242523193
21;(([7, 15], [2, 1]), ([7, 15], [2, 1]));1;56;0.6065353155136108;1.0871520042419434
22;(([7, 15], [2, 1]), ([7, 15], [2, 1]));2;100;0.519955575466156;0.9300886988639832
23;(([7, 15], [2, 1]), ([7, 15], [2, 1]));4;100;0.5351747274398804;1.0243933200836182
24;(([7, 15], [2, 2]), ([7, 15], [2, 2]));1;32;0.5621657967567444;1.010192632675171
25;(([7, 15], [2, 2]), ([7, 15], [2, 2]));2;48;0.4548361897468567;0.834266185760498
26;(([7, 15], [2, 2]), ([7, 15], [2, 2]));4;56;0.4640398919582367;0.8320126533508301
27;(([15, 32], [1, 2]), ([15, 32], [1, 2]));1;88;0.5789182186126709;1.086298942565918
28;(([15, 32], [1, 2]), ([15, 32], [1, 2]));2;48;0.6860195398330688;1.3435206413269043
31;(([15, 32], [2, 1]), ([15, 32], [2, 1]));2;72;0.6173871755599976;1.2352900505065918
3;50;0.4912332163440238;0.8922030501228442
4;48;0.5461699467935601;0.9817063242249109
2;52;0.5172790754586458;0.9902205020189285
0;56;0.46349658258259296;0.8367324732244015
1;50;0.7138989488283793;1.48751007715861
2;62;0.49797971682115033;0.9123884276910261

40;50;0.48177602887153625;0.8966477736830711
0;60;0.48238402232527733;0.8567124158143997
41;50;0.5039055179804564;0.9216186106204987
20;56;0.49548548832535744;0.890484631061554
1;48;0.48955024406313896;0.8833369426429272
42;56;0.5073071829974651;0.9357516095042229
21;64;0.4974129982292652;0.9239101447165012
43;64;0.5236520748585463;0.9814396686851978
2;50;0.4875058326870203;0.8803789876401424
44;50;0.5097513869404793;0.9674837626516819
22;62;0.5702276285737753;1.1373252533376217
45;56;0.5388079918920994;0.9790526740252972
3;52;0.4751898758113384;0.8530540764331818
46;56;0.4810456167906523;0.8971302174031734
4;56;0.5259528458118439;0.9435853213071823
23;64;0.46918248012661934;0.8595474138855934
47;50;0.5344487372785807;1.0432169623672962
48;58;0.49140592850744724;0.91365035623312
5;60;0.4915192164480686;0.8663424476981163
24;64;0.5094027854502201;0.917956855148077
49;52;0.7778678238391876;1.7173041105270386
6;52;0.4961954094469547;0.889311172068119
25;58;0.4728834591805935;0.8841955587267876
7;56;0.48238733410835266;0.8752261027693748
26;62;0.47264116257429123;0.8588081747293472
8;52;0.4929733816534281;0.8705921247601509
27;58;0.6756682209670544;1.3912840634584427
9;60;0.48979153484106064;0.8791536055505276
28;58;0.4991622157394886;0.9501869641244411
29;64;0.5647048689424992;1.0600583925843239
#
