0.64,1.11;
0;(([7], [1]), ([7], [1]));1;60;0.8570653200149536;1.576664924621582
1;(([7], [1]), ([7], [1]));2;20;0.8403367400169373;1.606940746307373
2;(([7], [1]), ([7], [1]));4;68;0.8345582485198975;1.5064682960510254
3;(([7], [2]), ([7], [2]));1;32;0.9362610578536987;1.7273733615875244
4;(([7], [2]), ([7], [2]));2;68;0.8451638221740723;1.5642157793045044
5;(([7], [2]), ([7], [2]));4;76;0.8799795508384705;1.6816506385803223
6;(([7], [3]), ([7], [3]));1;68;0.8027667999267578;1.385412335395813
7;(([7], [3]), ([7], [3]));2;76;0.8287714719772339;1.4631167650222778
8;(([7], [3]), ([7], [3]));4;56;0.8582781553268433;1.5559808015823364
9;(([32], [1]), ([32], [1]));1;60;0.8294473886489868;1.5123566389083862
10;(([32], [1]), ([32], [1]));2;60;0.819325864315033;1.4783685207366943
11;(([32], [1]), ([32], [1]));4;48;0.9990240335464478;1.9606821537017822
12;(([32], [2]), ([32], [2]));1;76;0.8218202590942383;1.4640451669692993
13;(([32], [2]), ([32], [2]));2;84;0.919548749923706;1.7109520435333252
14;(([32], [2]), ([32], [2]));4;68;0.8373624086380005;1.5722700357437134
15;(([32], [3]), ([32], [3]));1;56;0.8307263851165771;1.455642819404602
16;(([32], [3]), ([32], [3]));2;64;0.9126591682434082;1.6647007465362549
17;(([32], [3]), ([32], [3]));4;96;0.8387361764907837;1.5136443376541138
18;(([7, 15], [1, 2]), ([7, 15], [1, 2]));1;24;0.9497125148773193;1.776633381843567
19;(([7, 15], [1, 2]), ([7, 15], [1, 2]));2;84;0.8266872763633728;1.462261438369751
20;(([7, 15], [1, 2]), ([7, 15], [1, 2]));4;100;0.8469268083572388;1.5461862087249756
21;(([7, 15], [2, 1]), ([7, 15], [2, 1]));1;84;0.9135321378707886;1.683389663696289
22;(([7, 15], [2, 1]), ([7, 15], [2, 1]));2;100;0.8393127918243408;1.492586374282837
23;(([7, 15], [2, 1]), ([7, 15], [2, 1]));4;64;0.8848271369934082;1.642815351486206
24;(([7, 15], [2, 2]), ([7, 15], [2, 2]));1;100;0.9515068531036377;1.7591909170150757
25;(([7, 15], [2, 2]), ([7, 15], [2, 2]));2;36;0.8621922731399536;1.6025645732879639
26;(([7, 15], [2, 2]), ([7, 15], [2, 2]));4;88;0.8191179633140564;1.424485683441162
27;(([15, 32], [1, 2]), ([15, 32], [1, 2]));1;24;0.9972028136253357;1.912287712097168
