0.49,0.85;0.30,0.59;
0;(([7], [1]), ([7], [1]));1;64;0.39024850726127625;0.6490910053253174
1;(([7], [1]), ([7], [1]));2;48;0.38036441802978516;0.6788190603256226
2;(([7], [1]), ([7], [1]));4;88;0.5274366736412048;0.944686233997345
3;(([7], [2]), ([7], [2]));1;56;0.42897242307662964;0.7110481858253479
4;(([7], [2]), ([7], [2]));2;92;0.3458990454673767;0.5787925720214844
5;(([7], [2]), ([7], [2]));4;16;0.33065560460090637;0.5150861144065857
6;(([7], [3]), ([7], [3]));1;28;0.390219509601593;0.6652494668960571
7;(([7], [3]), ([7], [3]));2;44;0.41640180349349976;0.6911749839782715
8;(([7], [3]), ([7], [3]));4;92;0.38537412881851196;0.6739099621772766
9;(([32], [1]), ([32], [1]));1;64;0.41971296072006226;0.7177818417549133
10;(([32], [1]), ([32], [1]));2;72;0.41742637753486633;0.7054336071014404
11;(([32], [1]), ([32], [1]));4;100;0.4090549349784851;0.6466835737228394
12;(([32], [2]), ([32], [2]));1;76;0.44603291153907776;0.7864932417869568
13;(([32], [2]), ([32], [2]));2;68;0.43675267696380615;0.7748023867607117
14;(([32], [2]), ([32], [2]));4;88;0.412627637386322;0.6896795034408569
15;(([32], [3]), ([32], [3]));1;84;0.42924100160598755;0.7374289035797119
16;(([32], [3]), ([32], [3]));2;56;0.4771111011505127;0.8505681753158569
17;(([32], [3]), ([32], [3]));4;84;0.42317497730255127;0.7161303162574768
18;(([7, 15], [1, 2]), ([7, 15], [1, 2]));1;96;0.4294740855693817;0.7168210744857788
19;(([7, 15], [1, 2]), ([7, 15], [1, 2]));2;28;0.44119518995285034;0.7718460559844971
20;(([7, 15], [1, 2]), ([7, 15], [1, 2]));4;68;0.47045502066612244;0.8275808691978455
21;(([7, 15], [2, 1]), ([7, 15], [2, 1]));1;64;0.4295974671840668;0.7633967399597168
22;(([7, 15], [2, 1]), ([7, 15], [2, 1]));2;60;0.4277702271938324;0.7800306677818298
23;(([7, 15], [2, 1]), ([7, 15], [2, 1]));4;72;0.4190700650215149;0.743390679359436
24;(([7, 15], [2, 2]), ([7, 15], [2, 2]));1;96;0.47151118516921997;0.7841857075691223
25;(([7, 15], [2, 2]), ([7, 15], [2, 2]));2;36;0.4343789219856262;0.752829372882843
26;(([7, 15], [2, 2]), ([7, 15], [2, 2]));4;76;0.4270222783088684;0.7394692897796631
27;(([15, 32], [1, 2]), ([15, 32], [1, 2]));1;36;0.39784449338912964;0.6749812960624695
