60;0.8570653200149536;1.576664924621582;64;0.39024850726127625;0.6490910053253174;60;0.5382956862449646;0.9833752512931824;80;0.522315502166748;0.927359938621521;84;0.4135991930961609;0.6981685161590576
20;0.8403367400169373;1.606940746307373;48;0.38036441802978516;0.6788190603256226;92;0.6432852149009705;1.1778199672698975;40;0.4934958517551422;0.8698381781578064;80;0.3741592466831207;0.6746400594711304
68;0.8345582485198975;1.5064682960510254;88;0.5274366736412048;0.944686233997345;56;0.5791450142860413;1.036283254623413;76;0.5198107361793518;0.9424284100532532;76;0.37426191568374634;0.6544275283813477
32;0.9362610578536987;1.7273733615875244;56;0.42897242307662964;0.7110481858253479;88;0.5136059522628784;0.9130566120147705;64;0.5083639025688171;0.9078273177146912;28;0.4094180464744568;0.7305488586425781
68;0.8451638221740723;1.5642157793045044;92;0.3458990454673767;0.5787925720214844;60;0.5481888651847839;0.9638487696647644;44;0.5641881227493286;1.043959617614746;76;0.34429600834846497;0.6000432968139648
76;0.8799795508384705;1.6816506385803223;16;0.33065560460090637;0.5150861144065857;32;0.6484442949295044;1.2120327949523926;96;0.4869934320449829;0.859853208065033;80;0.36661088466644287;0.6737688779830933
68;0.8027667999267578;1.385412335395813;28;0.390219509601593;0.6652494668960571;100;0.5060595273971558;0.9353057146072388;100;0.5355016589164734;0.9733867049217224;56;0.3996897339820862;0.6940736770629883
76;0.8287714719772339;1.4631167650222778;44;0.41640180349349976;0.6911749839782715;100;0.5941753387451172;1.124428629875183;96;0.4858562648296356;0.880730390548706;100;0.46266523003578186;0.8319863677024841
56;0.8582781553268433;1.5559808015823364;92;0.38537412881851196;0.6739099621772766;88;0.5007376074790955;0.9138259291648865;56;0.5330471992492676;0.9731866121292114;80;0.43857812881469727;0.8061221837997437
60;0.8294473886489868;1.5123566389083862;64;0.41971296072006226;0.7177818417549133;84;0.5172367095947266;0.9500060677528381;28;0.5191210508346558;0.9299842119216919;96;0.43150150775909424;0.7302696108818054
60;0.819325864315033;1.4783685207366943;72;0.41742637753486633;0.7054336071014404;56;0.6950291395187378;1.4394631385803223;68;0.4868292212486267;0.8789621591567993;100;0.487057089805603;0.9386204481124878
48;0.9990240335464478;1.9606821537017822;100;0.4090549349784851;0.6466835737228394;52;0.765995979309082;1.5376008749008179;52;0.5462817549705505;0.9835188388824463;80;0.44947564601898193;0.8183053731918335
76;0.8218202590942383;1.4640451669692993;76;0.44603291153907776;0.7864932417869568;96;0.6300016045570374;1.1041830778121948;100;0.5146149396896362;0.9212830066680908;44;0.3676993250846863;0.6445751190185547
84;0.919548749923706;1.7109520435333252;68;0.43675267696380615;0.7748023867607117;92;0.7037584781646729;1.375372290611267;28;0.44394221901893616;0.8021624088287354;60;0.3946871757507324;0.7361027002334595
68;0.8373624086380005;1.5722700357437134;88;0.412627637386322;0.6896795034408569;96;0.7507249116897583;1.5465024709701538;100;0.48156386613845825;0.8582048416137695;80;0.4924694895744324;0.8493809700012207
56;0.8307263851165771;1.455642819404602;84;0.42924100160598755;0.7374289035797119;56;0.49780207872390747;0.9528147578239441;84;0.4999982714653015;0.9100021123886108;68;0.5584465265274048;1.0032236576080322
64;0.9126591682434082;1.6647007465362549;56;0.4771111011505127;0.8505681753158569;100;0.7496306896209717;1.3775519132614136;44;0.56606125831604;1.0253020524978638;68;0.3758084177970886;0.6792203783988953
96;0.8387361764907837;1.5136443376541138;84;0.42317497730255127;0.7161303162574768;76;0.7928269505500793;1.618517518043518;32;0.493056058883667;0.8929152488708496;92;0.4528936743736267;0.8589951992034912
24;0.9497125148773193;1.776633381843567;96;0.4294740855693817;0.7168210744857788;40;0.6078851819038391;1.0997035503387451;80;0.4372498095035553;0.7593965530395508;68;0.3929421305656433;0.7172160148620605
84;0.8266872763633728;1.462261438369751;28;0.44119518995285034;0.7718460559844971;84;0.5461438894271851;1.017878770828247;68;0.5670644044876099;1.0053489208221436;88;0.39727985858917236;0.706153392791748
100;0.8469268083572388;1.5461862087249756;68;0.47045502066612244;0.8275808691978455;100;0.8179380893707275;1.6564996242523193;48;0.5221340656280518;0.9110722541809082;20;0.3307664096355438;0.5770075917243958
;;;;;;56;0.6065353155136108;1.0871520042419434;96;0.5486637949943542;0.9689267873764038;;;
;;;;;;100;0.519955575466156;0.9300886988639832;48;0.5256381034851074;0.9527077674865723;;;
;;;;;;100;0.5351747274398804;1.0243933200836182;80;0.5791294574737549;1.0145584344863892;;;
;;;;;;32;0.5621657967567444;1.010192632675171;92;0.5376014113426208;0.9631129503250122;;;
;;;;;;48;0.4548361897468567;0.834266185760498;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
